"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","order","seasonal_order","mape","data"
"2025-02-04 02:06:01","4.8s","a93ae4d086034379a1f27d4655d62a80","likeable-hare-458","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.26573065378913785","318"
"2025-02-04 02:05:56","5.1s","67b7e7061bb94dadbbd1d0663120a76a","funny-snail-324","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","5191227496401532","317"
"2025-02-04 02:05:51","5.1s","b3b91bbb1a6d4bfda7239c22e1fd5cb5","intrigued-shoat-348","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.17864909254073413","316"
"2025-02-04 02:05:46","4.6s","4f520eededee45d4a853e4cdab085e76","likeable-rat-614","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","10357172688997920","315"
"2025-02-04 02:05:41","4.8s","7a314924461c47a89398b4e126bd4128","unique-fish-362","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.22045362663446744","314"
"2025-02-04 02:05:36","5.4s","69ca13b3227a4869b0f959abd7d58dce","awesome-swan-168","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.27669372205305315","313"
"2025-02-04 02:05:30","5.5s","20adf51c4c25491d911901ed4addef5e","worried-sloth-181","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.19496487282508573","312"
"2025-02-04 02:05:26","4.8s","62d57cea1e4d41bdb181acf97cfb58d9","welcoming-sloth-21","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.19760732660444275","311"
"2025-02-04 02:05:21","4.8s","358a9234d84b428397505090af092675","vaunted-mole-273","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.41143104524724794","310"
"2025-02-04 02:05:16","4.9s","c7855a38df3e483b93516274ac64ce5f","sedate-kite-599","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.23559254078826652","309"
"2025-02-04 02:05:11","4.6s","8715fc7f86a64e40a773d7f4def8af7b","puzzled-shrike-545","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.23544614246309917","308"
